Time,Clusters,BTC,USD,Netflow_Bytes,Port,label
4,9,6,1,638,5066,0
6,9,6,1,644,5066,0
8,9,6,1,650,5066,0
10,9,6,1,656,5066,0
12,9,6,1,662,5066,0
14,9,6,1,668,5066,0
16,9,6,1,674,5066,0
18,9,6,1,680,5066,0
20,9,6,1,686,5066,0
22,9,6,1,692,5066,0
24,9,9,1,698,5066,0
26,9,9,1,704,5066,0
28,9,9,1,710,5066,0
30,9,9,1,716,5066,0
32,9,9,1,722,5066,0
34,9,9,1,728,5066,0
36,9,9,1,734,5066,0
38,9,9,1,740,5066,0
40,9,9,1,746,5066,0
42,9,9,1,752,5066,0
44,9,9,1,758,5066,0
46,9,9,1,764,5066,0
48,9,9,1,770,5066,0
50,9,9,1,776,5066,0
52,9,9,1,782,5066,0
54,9,9,1,788,5066,0
56,9,9,1,794,5066,0
58,9,9,1,800,5066,0
40,9,9,1,806,5066,0
37,9,9,1,812,5066,0
34,9,9,1,818,5066,0
31,9,9,1,824,5066,0
28,9,9,1,830,5066,0
25,9,9,1,836,5066,0
22,9,9,1,842,5066,0
19,9,9,1,848,5066,0
16,9,9,1,854,5066,0
13,9,9,1,860,5066,0
10,9,9,1,866,5066,0
7,9,9,1,872,5066,0
4,9,9,1,878,5066,0
1,9,9,1,884,5066,0
1,9,9,1,890,5066,0
7,9,9,1,896,5066,0
4,9,9,1,902,5066,0
4,9,9,1,908,5066,0
10,9,9,1,914,5062,0
7,9,9,1,920,5062,0
7,9,9,1,926,5062,0
13,9,9,1,932,5062,0
10,9,9,1,938,5062,0
10,9,9,1,944,5062,0
16,9,9,1,950,5062,0
13,9,9,1,956,5062,0
13,9,9,1,962,5062,0
19,9,9,1,968,5062,0
16,9,9,1,974,5062,0
16,9,9,1,980,5062,0
22,9,9,1,986,5062,0
27,9,9,1,992,5062,0
19,9,9,1,998,5062,0
25,9,9,1,1004,5062,0
30,9,9,1,1010,5062,0
22,9,9,1,1016,5062,0
28,9,9,1,1022,5062,0
33,9,9,1,1028,5062,0
25,9,9,1,1034,5062,0
31,9,7,1,1040,5062,0
36,9,7,1,1046,5062,0
28,9,7,1,1052,5062,0
34,9,7,1,1058,5062,0
39,9,7,1,1064,5062,0
31,9,7,1,1070,5062,0
37,9,7,1,1076,5062,0
42,9,7,1,1082,5062,0
34,9,7,1,1088,5062,0
40,9,7,1,1094,5062,0
45,9,7,1,1100,5062,0
37,9,7,1,1106,5062,0
43,9,7,1,1112,5062,0
48,9,7,1,1118,5062,0
40,9,7,1,1124,5062,0
46,9,7,1,1130,5062,0
51,9,7,1,1136,5062,0
43,9,7,1,1142,5062,0
49,9,7,1,1148,5062,0
54,9,7,1,1154,5062,0
46,9,7,1,1160,5062,0
52,9,7,1,1166,5062,0
57,9,7,1,1172,5062,0
49,9,7,1,1178,5062,0
55,9,7,1,1184,5062,0
60,9,7,1,1190,5062,0
52,9,7,1,1196,5062,0
58,9,7,1,1202,5062,0
63,9,7,1,1208,5062,0
55,9,7,1,1214,5062,0
61,9,7,1,1220,5062,0
66,9,7,1,1226,5062,0
58,9,7,1,1232,5062,0
4,9,7,1,1238,5062,0
6,9,7,1,1244,5062,0
8,9,7,1,1250,5062,0
10,9,7,1,1256,5062,0
12,9,7,1,1262,5062,0
9,9,7,1,1268,5062,0
11,9,7,1,1274,5062,0
13,9,7,1,1280,5062,0
15,9,7,1,1286,5062,0
17,9,7,1,1292,5062,0
19,9,7,1,1298,5062,0
21,9,7,1,1304,5062,0
23,9,7,1,1310,5062,0
25,9,7,1,1316,5062,0
27,9,7,1,1322,5062,0
29,9,7,1,1328,5062,0
31,9,7,1,1334,5062,0
7,9,7,1,1340,5062,0
9,9,7,1,1346,5062,0
11,9,7,1,1352,5062,0
13,9,7,1,1358,5062,0
15,9,7,1,1364,5062,0
17,9,7,1,1370,5062,0
19,9,7,1,1376,5062,0
21,9,7,1,1382,5062,0
23,9,7,1,1388,5062,0
25,9,7,1,1394,5062,0
27,9,7,1,1400,5062,0
2,9,7,1,1406,5062,0
4,9,7,1,1412,5062,0
6,9,7,1,1418,5062,0
8,9,7,1,1424,5062,0
10,9,7,1,1430,5062,0
12,9,7,1,1436,5062,0
14,9,7,1,1442,5062,0
16,9,7,1,1448,5062,0
18,9,7,1,1454,5062,0
20,9,7,1,1460,5062,0
49,9,7,1,1466,5062,0
51,9,7,1,1472,5062,0
53,9,7,1,1478,5062,0
55,9,7,1,1484,5062,0
57,9,7,1,1490,5062,0
59,9,7,1,1496,5062,0
40,9,7,1,1502,5062,0
42,9,7,1,1508,5062,0
44,9,7,1,1514,5062,0
46,9,7,1,1520,5062,0
48,9,7,1,1526,5062,0
50,9,7,1,1532,5062,0
52,9,7,1,1538,5062,0
54,9,7,1,1544,5062,0
56,9,7,1,1550,5062,0
6,9,7,1,1556,5062,0
8,9,7,1,1562,5062,0
10,9,7,1,1568,5062,0
12,9,20,1,1574,5062,0
9,9,20,1,1580,5062,0
11,9,20,1,1586,5062,0
13,9,20,1,1592,5062,0
4,9,20,1,1598,5062,0
6,9,20,1,1604,5062,0
8,9,20,1,1610,5062,0
10,9,20,1,1616,5062,0
12,1,5,345,1622,5062,0
14,1,5,348,8,5066,0
6,1,5,351,19,5066,0
8,1,5,354,30,5066,0
10,1,5,357,41,5066,0
12,1,5,360,52,5066,0
14,1,5,363,63,5066,0
5,1,5,366,74,5066,0
7,1,5,369,85,5066,0
9,1,5,372,96,5066,0
11,1,5,375,107,5066,0
13,1,5,378,118,5066,0
4,1,5,381,129,5066,0
6,1,5,384,140,5066,0
8,1,5,387,151,5066,0
10,1,5,390,162,5066,0
12,1,5,393,173,5066,0
14,1,5,396,184,5066,0
16,1,5,399,195,5066,0
6,1,5,402,206,5066,0
3,1,5,405,217,5066,0
5,1,5,408,228,5066,0
7,1,5,411,239,5066,0
9,1,5,414,250,5066,0
11,1,5,417,261,5066,0
13,1,5,420,272,5066,0
6,1,5,423,283,5066,0
8,1,5,426,294,5066,0
10,1,5,429,305,5066,0
12,1,5,432,316,5061,0
14,1,5,435,327,5061,0
16,1,5,438,338,5061,0
18,1,5,441,349,5061,0
20,1,5,444,360,5061,0
22,1,5,447,371,5061,0
24,1,5,450,382,5061,0
26,1,5,453,393,5061,0
28,1,5,456,404,5061,0
30,1,5,459,415,5061,0
32,1,5,462,426,5061,0
34,1,5,465,437,5061,0
36,1,5,468,448,5061,0
1,1,5,471,459,5061,0
3,1,5,474,470,5061,0
5,1,3,477,481,5061,0
7,1,3,480,492,5061,0
9,1,3,483,503,5061,0
11,1,3,486,514,5061,0
13,1,3,489,525,5061,0
15,1,3,492,536,5061,0
17,1,3,495,547,5061,0
19,1,3,498,558,5061,0
21,1,3,501,569,5061,0
23,1,3,504,580,5061,0
25,1,3,507,591,5061,0
27,1,3,510,602,5061,0
29,1,3,513,613,5061,0
31,1,3,516,624,5061,0
33,1,3,519,635,5061,0
35,1,3,522,646,5061,0
37,1,3,525,657,5061,0
39,1,3,528,668,5061,0
41,1,3,531,679,5061,0
43,1,3,534,690,5061,0
45,1,3,537,701,5061,0
47,1,3,540,712,5061,0
49,1,3,543,723,5061,0
51,1,3,546,734,5061,0
53,1,3,549,745,5061,0
55,1,3,552,756,5061,0
57,1,3,555,767,5061,0
59,1,3,558,778,5061,0
1,1,3,561,789,5061,0
3,1,3,564,800,5061,0
5,1,3,567,811,5061,0
7,1,3,570,822,5061,0
9,1,3,573,833,5061,0
11,1,3,576,844,5061,0
13,1,3,579,855,5061,0
15,1,3,582,866,5061,0
17,1,3,585,877,5061,0
19,1,3,588,888,5061,0
21,1,3,591,899,5061,0
23,1,3,594,910,5061,0
25,1,3,597,921,5061,0
27,1,3,600,932,5062,0
29,1,3,603,943,5062,0
31,1,3,606,954,5062,0
33,1,3,609,965,5062,0
35,1,3,612,976,5062,0
37,1,3,615,987,5062,0
39,1,3,618,998,5062,0
41,1,3,621,1009,5062,0
43,1,3,624,1020,5062,0
45,1,3,627,1031,5062,0
47,1,3,630,1042,5062,0
49,1,3,633,1053,5062,0
51,1,3,636,1064,5062,0
53,1,3,639,1075,5062,0
55,1,3,642,1086,5062,0
57,1,3,645,1097,5062,0
59,1,3,648,1108,5062,0
1,1,3,651,1119,5062,0
3,1,3,654,1130,5062,0
5,1,3,657,1141,5062,0
44,1,3,660,1152,5062,0
46,1,3,663,1163,5062,0
48,1,3,666,1174,5062,0
50,1,3,669,1185,5062,0
52,1,3,672,1196,5062,0
54,1,3,675,1207,5062,0
56,1,3,678,1218,5062,0
58,1,3,681,1229,5062,0
44,1,3,684,1240,5062,0
46,1,3,687,1251,5062,0
48,1,3,690,1262,5062,0
50,1,3,693,1273,5062,0
5,1,3,696,1284,5062,0
7,1,3,699,1295,5062,0
9,1,3,702,1306,5062,0
11,1,3,705,1317,5062,0
13,1,3,708,1328,5062,0
15,1,3,711,1339,5062,0
17,1,3,714,1350,5062,0
6,1,3,717,1361,5062,0
8,1,3,720,1372,5062,0
10,1,3,723,1383,5062,0
12,1,3,726,1394,5062,0
14,1,3,729,1405,5062,0
16,1,3,732,1416,5062,0
7,1,3,735,1427,5062,0
5,1,3,738,1438,5062,0
7,1,3,741,1449,5062,0
9,1,3,744,1460,5062,0
11,1,3,747,1471,5062,0
13,1,3,750,1482,5062,0
15,1,3,753,1493,5062,0
38,1,30,21345,5,5068,0
33,1,30,21345,8,5068,0
28,1,30,21345,11,5068,0
23,1,30,21345,14,5068,0
18,1,30,21345,17,5068,0
13,1,30,21345,20,5068,0
8,1,30,21345,23,5068,0
3,1,30,21345,26,5068,0
59,1,30,21345,29,5068,0
54,1,30,21345,32,5068,0
49,1,30,21345,35,5068,0
7,1,30,21345,38,5068,0
2,1,30,21345,41,5068,0
1,1,30,21345,44,5068,0
4,1,30,21345,47,5068,0
1,1,30,21345,50,5068,0
6,1,30,21345,53,5068,0
1,1,30,21345,56,5068,0
5,1,30,21345,59,5068,0
3,1,30,21345,62,5068,0
0,1,30,21345,65,5068,0
2,1,30,21345,68,5068,0
1,1,30,21345,71,5068,0
4,1,30,21345,74,5068,0
5,1,30,21345,77,5068,0
4,1,30,21345,80,5068,0
33,1,30,21345,83,5068,0
8,1,30,21345,86,5068,0
7,1,30,21345,89,5068,0
36,1,30,21345,92,5068,0
11,1,30,21345,95,5068,0
10,1,30,21345,98,5068,0
39,1,30,21345,101,5061,0
14,1,30,21345,104,5061,0
13,1,30,21345,107,5061,0
42,1,30,21345,110,5061,0
17,1,30,21345,113,5061,0
16,1,30,21345,116,5061,0
45,1,30,21345,119,5061,0
20,1,30,21345,122,5061,0
19,1,30,21345,125,5061,0
48,1,30,21345,128,5061,0
23,1,30,21345,131,5061,0
22,1,30,21345,134,5061,0
51,1,30,21345,137,5061,0
26,1,30,21345,140,5061,0
25,1,30,21345,143,5061,0
54,1,30,21345,146,5061,0
29,1,30,21345,149,5061,0
28,1,30,21345,152,5061,0
50,1,30,21345,155,5061,0
32,1,30,21345,158,5061,0
31,1,30,21345,161,5061,0
53,1,30,21345,164,5061,0
35,1,30,21345,167,5061,0
34,1,30,21345,170,5061,0
56,1,30,21345,173,5061,0
38,1,30,21345,176,5061,0
37,1,30,21345,179,5061,0
59,1,30,21345,182,5061,0
41,1,30,21345,185,5061,0
40,1,30,21345,188,5061,0
62,1,30,21345,191,5061,0
44,1,30,21345,194,5061,0
43,1,30,21345,197,5061,0
6,1,30,21345,200,5061,0
47,1,30,21345,203,5061,0
46,1,30,21345,206,5061,0
9,1,30,21345,209,5061,0
50,1,30,21345,212,5061,0
49,1,30,21345,215,5061,0
12,1,30,21345,218,5061,0
53,1,30,21345,221,5061,0
52,1,30,21345,224,5061,0
15,1,30,21345,227,5061,0
56,1,30,21345,230,5061,0
55,1,30,21345,233,5061,0
18,1,30,21345,236,5061,0
1,1,30,21345,239,5061,0
58,1,30,21345,242,5061,0
1,1,30,21345,245,5061,0
4,1,30,21345,248,5061,0
4,1,30,21345,251,5061,0
7,1,30,21345,254,5061,0
7,1,30,21345,257,5061,0
10,1,30,21345,260,5061,0
10,1,30,21345,263,5061,0
13,1,30,21345,266,5061,0
13,1,30,21345,269,5061,0
16,1,30,21345,272,5061,0
16,1,30,21345,275,5061,0
19,1,30,21345,278,5061,0
19,1,30,21345,281,5061,0
22,1,30,21345,284,5061,0
22,1,30,21345,287,5061,0
25,1,30,21345,290,5061,0
25,1,30,21345,293,5061,0
28,1,30,21345,296,5061,0
28,1,30,21345,299,5061,0
31,1,30,21345,302,5061,0
31,1,11,21345,305,5061,0
34,1,11,21345,308,5061,0
34,1,11,21345,311,5061,0
37,1,11,21345,314,5061,0
9,1,11,21345,347,5061,0
55,1,11,21345,350,5061,0
12,1,11,21345,353,5061,0
58,1,11,21345,356,5061,0
15,1,11,21345,359,5061,0
1,1,11,21345,362,5061,0
59,1,11,21345,365,5061,0
50,1,11,21345,368,5061,0
41,1,11,21345,371,5061,0
32,1,11,21345,374,5061,0
23,1,11,21345,377,5061,0
14,1,11,21345,380,5061,0
5,1,11,21345,383,5061,0
8,1,11,21345,386,5061,0
11,1,11,21345,389,5061,0
14,1,11,21345,392,5061,0
17,1,11,21345,395,5061,0
20,1,11,21345,398,5061,0
23,1,11,21345,401,5061,0
26,1,11,21345,404,5061,0
29,1,11,21345,407,5061,0
32,1,11,21345,410,5061,0
5,1,11,21345,413,5061,0
8,1,11,21345,416,5061,0
11,1,11,21345,419,5061,0
14,1,11,21345,422,5061,0
17,1,11,21345,425,5061,0
20,1,11,21345,428,5061,0
23,1,11,21345,431,5061,0
26,1,11,21345,434,5061,0
1,1,11,21345,437,5061,0
4,1,11,21345,440,5061,0
7,1,11,21345,443,5061,0
10,1,11,21345,446,5061,0
13,1,11,21345,449,5061,0
16,1,11,21345,452,5061,0
19,1,11,21345,455,5061,0
6,1,11,21345,458,5061,0
9,1,11,21345,461,5061,0
12,1,11,21345,464,5061,0
15,1,11,21345,467,5061,0
11,1,11,21345,470,5061,0
7,1,11,21345,473,5061,0
3,1,11,21345,476,5061,0
5,1,11,21345,479,5061,0
1,1,11,21345,482,5061,0
2,1,11,21345,485,5061,0
1,1,11,21345,488,5061,0
1,1,11,21345,491,5061,0
4,1,11,21345,494,5061,0
4,1,11,21345,497,5061,0
7,1,11,21345,500,5061,0
7,1,11,21345,503,5061,0
10,1,11,21345,506,5061,0
10,1,11,21345,509,5061,0
13,1,11,21345,512,5061,0
13,1,11,21345,515,5061,0
16,1,11,21345,518,5061,0
16,1,11,21345,521,5061,0
19,1,11,21345,524,5061,0
19,1,11,21345,527,5061,0
4,1,11,21345,530,5061,0
22,1,11,21345,533,5061,0
7,1,11,21345,536,5061,0
25,1,11,21345,539,5061,0
10,1,11,21345,542,5061,0
28,1,11,21345,545,5061,0
13,1,11,21345,548,5061,0
31,1,11,21345,551,5061,0
16,1,11,21345,554,5061,0
34,1,11,21345,557,5061,0
6,1,11,21345,560,5061,0
37,1,11,21345,563,5061,0
9,1,11,21345,566,5062,0
40,1,11,21345,569,5062,0
12,1,11,21345,572,5062,0
43,1,11,21345,575,5062,0
15,1,11,21345,578,5062,0
46,1,11,21345,581,5062,0
5,1,11,21345,584,5062,0
49,1,11,21345,587,5062,0
0,1,11,21345,590,5062,0
52,1,11,21345,593,5062,0
3,1,11,21345,596,5062,0
45,1,11,21345,599,5062,0
6,1,11,21345,602,5062,0
48,1,11,21345,605,5062,0
9,1,11,21345,608,5062,0
51,1,11,21345,611,5062,0
12,1,11,21345,614,5062,0
4,1,11,21345,617,5062,0
7,1,11,21345,620,5062,0
10,1,11,21345,623,5062,0
13,1,11,21345,626,5062,0
16,1,11,21345,629,5062,0
19,1,11,21345,632,5062,0
22,1,11,21345,635,5062,0
6,1,11,21345,638,5062,0
9,1,11,21345,641,5062,0
12,1,11,21345,644,5062,0
15,1,11,21345,647,5062,0
18,1,11,21345,650,5062,0
21,1,11,21345,653,5062,0
24,1,11,21345,656,5062,0
27,1,11,21345,659,5062,0
6,1,11,21345,662,5062,0
9,1,11,21345,665,5062,0
12,1,11,21345,668,5062,0
15,1,11,21345,671,5062,0
1,1,11,21345,674,5062,0
4,1,11,21345,677,5062,0
7,1,11,21345,680,5062,0
10,1,11,21345,683,5062,0
13,1,11,21345,686,5062,0
16,1,11,21345,689,5062,0
19,1,11,21345,692,5062,0
22,1,11,21345,695,5062,0
8,1,11,21345,698,5062,0
11,1,11,21345,701,5062,0
14,1,11,21345,704,5062,0
17,1,11,21345,707,5062,0
20,1,11,21345,710,5062,0
23,1,11,21345,713,5062,0
26,1,11,21345,716,5062,0
29,1,11,21345,719,5062,0
32,1,11,21345,722,5062,0
35,1,11,21345,725,5062,0
38,1,11,21345,728,5062,0
41,1,11,21345,731,5062,0
0,1,11,21345,734,5062,0
9,1,11,21345,737,5062,0
1,1,11,21345,740,5062,0
2,1,11,21345,743,5062,0
1,1,11,21345,746,5062,0
6,1,11,21345,749,5062,0
9,1,11,21345,752,5062,0
5,1,11,21345,755,5062,0
7,1,11,21345,758,5062,0
3,1,11,21345,761,5062,0
1,1,11,21345,764,5062,0
5,1,11,21345,767,5062,0
1,1,11,21345,770,5062,0
8,1,11,21345,773,5062,0
4,1,11,21345,776,5062,0
20,2,10,23,3,5061,0
20,2,12,25,6,5061,0
20,2,14,27,9,5061,0
20,2,16,29,12,5061,0
20,2,18,31,15,5061,0
20,2,20,33,18,5061,0
20,2,22,35,21,5061,0
20,2,24,37,24,5061,0
20,2,26,39,27,5061,0
20,2,28,41,30,5061,0
20,2,30,43,33,5061,0
20,2,32,45,36,5061,0
20,2,34,47,39,5061,0
20,2,36,49,42,5061,0
20,2,38,51,45,5061,0
20,2,40,53,48,5061,0
20,2,42,55,51,5061,0
20,2,44,57,54,5061,0
20,2,46,59,57,5061,0
20,2,48,61,60,5061,0
20,2,2,63,63,5061,0
20,2,4,65,66,5061,0
20,2,6,67,69,5061,0
20,2,8,69,72,5061,0
20,2,10,71,75,5061,0
20,2,12,73,78,5061,0
20,2,14,75,81,5061,0
20,2,16,77,84,5061,0
20,2,18,79,87,5061,0
20,2,20,81,90,5061,0
20,2,22,83,93,5061,0
20,2,24,85,96,5061,0
20,2,26,87,99,5061,0
20,2,28,89,102,5061,0
20,2,30,91,105,5061,0
20,2,32,93,108,5061,0
20,2,34,95,111,5061,0
20,2,36,97,114,5061,0
20,2,38,99,117,5061,0
20,2,40,101,120,5061,0
20,2,42,103,123,5061,0
20,2,44,105,126,5061,0
20,2,46,107,129,5061,0
20,2,48,109,132,5061,0
20,2,50,111,135,5061,0
20,2,52,113,138,5061,0
20,2,54,115,141,5061,0
20,2,56,117,144,5061,0
20,2,58,119,147,5061,0
20,2,60,121,150,5061,0
20,2,62,123,153,5061,0
20,2,64,125,156,5061,0
20,2,66,127,159,5061,0
20,2,68,129,162,5061,0
20,2,70,131,165,5061,0
20,2,72,133,168,5061,0
20,2,74,135,171,5061,0
20,2,76,137,174,5061,0
20,2,78,139,177,5061,0
20,2,80,141,180,5061,0
20,2,82,143,183,5061,0
20,2,84,145,186,5061,0
20,2,86,147,189,5061,0
20,2,88,149,192,5061,0
20,2,90,151,195,5061,0
20,2,92,153,198,5061,0
20,2,94,155,201,5061,0
20,2,96,157,204,5061,0
20,2,98,159,207,5061,0
20,2,100,161,210,5061,0
20,2,102,163,213,5061,0
20,2,104,165,216,5061,0
20,2,106,167,219,5061,0
20,2,108,169,222,5061,0
20,2,110,171,225,5061,0
20,2,112,173,228,5061,0
20,2,114,175,231,5061,0
20,2,116,177,234,5061,0
20,2,118,179,237,5061,0
20,2,120,181,240,5061,0
20,2,122,183,243,5061,0
20,2,124,185,246,5061,0
20,2,126,187,249,5061,0
20,2,128,189,252,5061,0
20,2,130,191,255,5061,0
20,2,132,193,258,5061,0
20,2,134,195,261,5061,0
20,2,136,197,264,5061,0
20,2,138,199,267,5061,0
20,2,140,201,270,5061,0
20,2,142,203,273,5061,0
20,2,144,205,276,5061,0
20,2,146,207,279,5061,0
20,2,148,209,282,5061,0
20,2,150,211,285,5061,0
20,2,152,213,288,5061,0
20,2,154,215,291,5061,0
20,2,156,217,294,5061,0
20,2,158,219,297,5061,0
20,2,160,221,300,5061,0
20,2,162,223,303,5061,0
20,2,164,225,306,5061,0
20,2,166,227,309,5061,0
20,2,168,229,312,5061,0
38,1,30,21345,5,5068,0
33,1,30,21345,8,5068,0
28,1,30,21345,11,5068,0
23,1,30,21345,14,5068,0
18,1,30,21345,17,5068,0
13,1,30,21345,20,5068,0
8,1,30,21345,23,5068,0
3,1,30,21345,26,5068,0
59,1,30,21345,29,5068,0
54,1,30,21345,32,5068,0
49,1,30,21345,35,5068,0
7,1,30,21345,38,5068,0
2,1,30,21345,41,5068,0
1,1,33,21345,44,5068,0
4,1,30,21345,47,5068,0
1,1,30,21345,50,5068,0
6,1,30,21345,53,5068,0
1,1,30,21345,56,5068,0
5,1,30,21345,59,5068,0
3,1,30,21345,62,5068,0
0,1,30,21345,65,5068,0
2,1,30,21345,68,5068,0
1,1,30,21345,71,5068,0
4,1,30,21345,74,5068,0
5,1,30,21345,77,5068,0
4,1,30,21345,80,5068,0
33,1,30,21345,83,5068,0
8,1,30,21345,86,5068,0
7,1,30,21345,89,5068,0
36,1,30,21345,92,5068,0
11,1,30,21345,95,5068,0
10,1,30,21345,98,5068,0
39,1,30,21345,101,5061,0
14,2,30,21345,92,5061,0
13,1,30,21345,95,5061,0
42,1,30,21345,98,5061,0
17,1,30,21345,101,5061,0
16,1,30,21335,104,5061,0
45,1,30,21345,107,5061,0
20,1,30,21345,110,5061,0
19,1,30,21345,113,5061,0
48,1,30,21345,116,5061,0
23,1,30,21345,119,5061,0
22,1,30,21345,122,5061,0
51,1,30,21345,125,5061,0
26,1,30,21345,128,5061,0
25,1,30,21345,131,5061,0
54,1,30,21345,134,5061,0
29,1,30,21345,137,5061,0
28,1,30,21345,140,5061,0
50,1,30,21345,143,5061,0
32,1,30,21345,146,5061,0
31,1,30,21345,149,5061,0
53,1,30,21345,152,5061,0
35,1,30,21345,155,5061,0
34,1,30,21345,158,5061,0
56,1,30,21345,161,5061,0
38,1,30,21345,164,5061,0
37,1,30,21345,167,5061,0
59,1,30,21345,170,5061,0
41,1,30,21345,173,5061,0
40,1,30,21345,176,5061,0
62,1,30,21345,179,5061,0
44,1,30,21345,182,5061,0
43,11,30,21345,185,5061,0
6,1,30,21345,188,5061,0
47,1,30,21345,191,5061,0
46,1,22,21345,194,5061,0
9,1,30,21345,197,5061,0
50,1,30,21345,200,5061,0
49,1,30,21345,203,5061,0
12,1,30,21345,206,5061,0
53,1,30,21345,209,5061,0
52,1,30,21345,212,5061,0
15,1,30,21345,215,5061,0
56,1,30,21345,218,5061,0
55,1,30,21345,221,5061,0
34,1,11,21345,299,5061,0
37,1,11,21345,302,5061,0
37,1,11,21345,305,5061,0
40,1,12,21345,308,5061,0
40,1,11,21345,311,5061,0
43,1,11,21345,314,5061,0
43,1,11,21345,317,5061,0
46,1,11,21345,320,5061,0
3,1,11,21345,323,5061,0
49,1,11,21345,326,5061,0
6,1,11,21345,329,5061,0
52,1,11,21345,332,5061,0
9,1,11,21345,335,5061,0
55,1,11,21345,338,5061,0
12,1,11,21345,341,5061,0
58,1,11,21345,344,5061,0
15,1,11,21333,347,5061,0
1,1,11,21345,350,5061,0
59,1,11,21345,353,5061,0
50,1,11,21345,356,5061,0
41,1,11,21345,359,5061,0
32,1,11,21345,362,5061,0
23,1,11,21345,365,5061,0
14,1,11,21345,368,5061,0
5,1,11,21345,371,5061,0
8,1,11,21345,374,5061,0
11,1,11,21345,377,5061,0
14,1,11,21345,380,5061,0
17,1,11,21345,383,5061,0
20,1,11,21345,386,5061,0
23,1,11,21345,389,5061,0
26,2,11,21345,392,5061,0
29,1,11,21345,395,5061,0
32,1,11,21345,398,5061,0
5,1,11,21345,401,5061,0
8,1,13,21345,404,5061,0
11,1,11,21345,407,5061,0
14,1,11,21345,410,5061,0
17,1,11,21345,413,5061,0
20,1,11,21345,416,5061,0
23,1,11,21345,419,5061,0
26,1,11,21345,422,5061,0
1,1,11,21345,425,5061,0
4,1,11,21345,428,5061,0
7,1,11,21345,431,5061,0
10,1,11,21345,434,5061,0
13,1,11,21345,437,5061,0
16,1,11,21345,440,5061,0
19,1,11,21345,426,5061,0
6,1,11,21345,429,5061,0
9,1,11,21345,432,5061,0
12,1,11,21345,435,5061,0
15,1,11,21345,438,5061,0
11,1,11,21345,441,5061,0
7,1,11,21345,444,5061,0
3,1,11,21345,447,5061,0
5,1,11,21345,450,5061,0
1,1,11,21345,453,5061,0
2,1,11,21345,456,5061,0
1,1,11,21345,459,5061,0
1,1,11,21345,462,5061,0
4,1,11,21345,465,5061,0
4,1,11,21345,468,5061,0
7,1,11,21342,471,5061,0
7,1,11,21345,474,5061,0
10,1,11,21345,477,5061,0
10,1,11,21345,480,5061,0
13,1,11,21345,483,5061,0
13,1,11,21345,486,5061,0
16,1,11,21345,489,5061,0
16,1,11,21345,492,5061,0
19,1,11,21345,495,5061,0
19,1,11,21345,498,5061,0
4,1,11,21345,501,5061,0
22,1,11,21345,504,5061,0
7,1,11,21345,507,5061,0
25,1,11,21345,510,5061,0
10,1,11,21345,513,5061,0
28,1,11,21345,516,5061,0
13,1,11,21345,519,5061,0
31,1,11,21345,522,5061,0
16,1,11,21345,525,5061,0
34,1,11,21345,528,5061,0
6,1,11,21345,531,5061,0
37,1,11,21345,534,5061,0
9,1,33,21345,537,5062,0
40,1,11,21345,540,5062,0
12,1,11,21345,543,5062,0
43,1,11,21345,546,5062,0
15,1,11,21345,549,5062,0
46,1,11,21345,552,5062,0
5,1,11,21345,555,5062,0
49,1,11,21345,558,5062,0
0,1,11,21345,561,5062,0
52,1,11,21345,564,5062,0
3,1,11,21345,567,5062,0
45,1,11,21345,570,5062,0
6,1,11,21345,573,5062,0
48,1,11,21345,576,5062,0
9,1,11,21345,579,5062,0
51,1,11,21345,582,5062,0
12,1,11,21345,585,5062,0
4,1,11,21345,588,5062,0
7,11,11,21345,591,5062,0
10,1,11,21345,594,5062,0
13,1,11,21345,597,5062,0
16,1,11,21345,600,5062,0
19,1,11,21345,603,5062,0
22,1,11,21345,606,5062,0
6,1,11,21345,609,5062,0
9,1,11,21345,612,5062,0
12,1,11,21345,615,5062,0
15,1,11,21345,600,5062,0
18,1,11,21345,603,5062,0
21,1,11,21345,606,5062,0
24,1,11,21345,609,5062,0
27,1,11,21345,612,5062,0
6,1,11,21345,615,5062,0
9,1,11,21345,618,5062,0
12,1,11,21345,621,5062,0
15,1,11,21345,624,5062,0
1,1,11,21345,627,5062,0
43,1,12,1092,245,5068,0
45,1,12,1096,248,5068,0
47,1,12,84400,251,5068,0
49,1,12,1094,254,5068,0
40,1,12,1098,257,5068,0
37,1,12,84402,260,5068,0
34,1,12,1096,263,5068,0
31,1,12,1100,266,5068,0
28,1,12,84404,269,5068,0
25,1,12,1098,272,5068,0
22,1,12,1102,275,5068,0
19,1,12,84406,278,5068,0
16,1,12,1100,281,5068,0
13,1,12,1104,284,5068,0
10,1,12,84408,287,5068,0
7,1,12,1102,290,5068,0
4,1,12,1106,293,5068,0
1,1,12,84410,296,5068,0
1,1,12,1104,299,5068,0
7,1,12,1108,302,5068,0
4,1,12,84412,305,5068,0
4,1,12,1106,308,5068,0
10,1,12,1110,311,5068,0
7,1,12,84414,314,5068,0
7,1,12,1108,317,5068,0
13,1,12,1112,320,5068,0
10,1,12,84416,323,5068,0
10,1,12,1110,326,5068,0
16,1,12,1114,329,5068,0
2,1,12,84418,332,5068,0
3,1,12,1112,335,5068,0
19,1,12,1116,338,5068,0
5,1,12,84420,341,5068,0
6,1,12,1114,344,5068,0
22,1,12,1118,347,5068,0
8,1,12,84422,350,5068,0
9,1,12,1116,353,5068,0
